Episode,Max Score,Moving Avg. (100 eps)
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,0.0,0.0
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.0,0.0
281,0.0,0.0
282,0.0,0.0
283,0.0,0.0
284,0.0,0.0
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,0.0,0.0
294,0.0,0.0
295,0.0,0.0
296,0.0,0.0
297,0.0,0.0
298,0.0,0.0
299,0.0,0.0
300,0.0,0.0
301,0.0,0.0
302,0.0,0.0
303,0.0,0.0
304,0.0,0.0
305,0.0,0.0
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
309,0.0,0.0
310,0.0,0.0
311,0.0,0.0
312,0.0,0.0
313,0.0,0.0
314,0.0,0.0
315,0.0,0.0
316,0.0,0.0
317,0.0,0.0
318,0.0,0.0
319,0.0,0.0
320,0.0,0.0
321,0.0,0.0
322,0.0,0.0
323,0.0,0.0
324,0.0,0.0
325,0.0,0.0
326,0.0,0.0
327,0.0,0.0
328,0.0,0.0
329,0.0,0.0
330,0.0,0.0
331,0.0,0.0
332,0.0,0.0
333,0.0,0.0
334,0.0,0.0
335,0.10000000149011612,0.0010000000149011613
336,0.0,0.0010000000149011613
337,0.0,0.0010000000149011613
338,0.0,0.0010000000149011613
339,0.10000000149011612,0.0020000000298023225
340,0.0,0.0020000000298023225
341,0.0,0.0020000000298023225
342,0.0,0.0020000000298023225
343,0.0,0.0020000000298023225
344,0.0,0.0020000000298023225
345,0.0,0.0020000000298023225
346,0.0,0.0020000000298023225
347,0.0,0.0020000000298023225
348,0.0,0.0020000000298023225
349,0.0,0.0020000000298023225
350,0.0,0.0020000000298023225
351,0.0,0.0020000000298023225
352,0.0,0.0020000000298023225
353,0.0,0.0020000000298023225
354,0.0,0.0020000000298023225
355,0.0,0.0020000000298023225
356,0.0,0.0020000000298023225
357,0.0,0.0020000000298023225
358,0.0,0.0020000000298023225
359,0.0,0.0020000000298023225
360,0.0,0.0020000000298023225
361,0.0,0.0020000000298023225
362,0.0,0.0020000000298023225
363,0.0,0.0020000000298023225
364,0.0,0.0020000000298023225
365,0.0,0.0020000000298023225
366,0.0,0.0020000000298023225
367,0.0,0.0020000000298023225
368,0.0,0.0020000000298023225
369,0.0,0.0020000000298023225
370,0.0,0.0020000000298023225
371,0.0,0.0020000000298023225
372,0.0,0.0020000000298023225
373,0.0,0.0020000000298023225
374,0.0,0.0020000000298023225
375,0.0,0.0020000000298023225
376,0.0,0.0020000000298023225
377,0.0,0.0020000000298023225
378,0.0,0.0020000000298023225
379,0.0,0.0020000000298023225
380,0.0,0.0020000000298023225
381,0.0,0.0020000000298023225
382,0.0,0.0020000000298023225
383,0.0,0.0020000000298023225
384,0.0,0.0020000000298023225
385,0.0,0.0020000000298023225
386,0.0,0.0020000000298023225
387,0.0,0.0020000000298023225
388,0.0,0.0020000000298023225
389,0.0,0.0020000000298023225
390,0.0,0.0020000000298023225
391,0.0,0.0020000000298023225
392,0.0,0.0020000000298023225
393,0.0,0.0020000000298023225
394,0.0,0.0020000000298023225
395,0.0,0.0020000000298023225
396,0.0,0.0020000000298023225
397,0.0,0.0020000000298023225
398,0.0,0.0020000000298023225
399,0.0,0.0020000000298023225
400,0.0,0.0020000000298023225
401,0.0,0.0020000000298023225
402,0.0,0.0020000000298023225
403,0.0,0.0020000000298023225
404,0.0,0.0020000000298023225
405,0.0,0.0020000000298023225
406,0.0,0.0020000000298023225
407,0.0,0.0020000000298023225
408,0.0,0.0020000000298023225
409,0.0,0.0020000000298023225
410,0.0,0.0020000000298023225
411,0.0,0.0020000000298023225
412,0.0,0.0020000000298023225
413,0.0,0.0020000000298023225
414,0.0,0.0020000000298023225
415,0.0,0.0020000000298023225
416,0.0,0.0020000000298023225
417,0.0,0.0020000000298023225
418,0.0,0.0020000000298023225
419,0.0,0.0020000000298023225
420,0.0,0.0020000000298023225
421,0.0,0.0020000000298023225
422,0.10000000149011612,0.0030000000447034836
423,0.0,0.0030000000447034836
424,0.0,0.0030000000447034836
425,0.0,0.0030000000447034836
426,0.0,0.0030000000447034836
427,0.0,0.0030000000447034836
428,0.0,0.0030000000447034836
429,0.0,0.0030000000447034836
430,0.0,0.0030000000447034836
431,0.0,0.0030000000447034836
432,0.0,0.0030000000447034836
433,0.0,0.0030000000447034836
434,0.0,0.0030000000447034836
435,0.0,0.0020000000298023225
436,0.0,0.0020000000298023225
437,0.0,0.0020000000298023225
438,0.0,0.0020000000298023225
439,0.0,0.0010000000149011613
440,0.0,0.0010000000149011613
441,0.0,0.0010000000149011613
442,0.0,0.0010000000149011613
443,0.0,0.0010000000149011613
444,0.0,0.0010000000149011613
445,0.0,0.0010000000149011613
446,0.0,0.0010000000149011613
447,0.0,0.0010000000149011613
448,0.0,0.0010000000149011613
449,0.0,0.0010000000149011613
450,0.0,0.0010000000149011613
451,0.0,0.0010000000149011613
452,0.10000000149011612,0.0020000000298023225
453,0.0,0.0020000000298023225
454,0.0,0.0020000000298023225
455,0.09000000171363354,0.0029000000469386576
456,0.0,0.0029000000469386576
457,0.0,0.0029000000469386576
458,0.0,0.0029000000469386576
459,0.0,0.0029000000469386576
460,0.0,0.0029000000469386576
461,0.0,0.0029000000469386576
462,0.09000000171363354,0.003800000064074993
463,0.0,0.003800000064074993
464,0.0,0.003800000064074993
465,0.0,0.003800000064074993
466,0.09000000171363354,0.004700000081211329
467,0.0,0.004700000081211329
468,0.10000000149011612,0.00570000009611249
469,0.09000000171363354,0.006600000113248825
470,0.0,0.006600000113248825
471,0.09000000171363354,0.007500000130385161
472,0.10000000149011612,0.008500000145286322
473,0.10000000149011612,0.009500000160187483
474,0.09000000171363354,0.010400000177323818
475,0.0,0.010400000177323818
476,0.09000000171363354,0.011300000194460154
477,0.0,0.011300000194460154
478,0.0,0.011300000194460154
479,0.0,0.011300000194460154
480,0.10000000149011612,0.012300000209361315
481,0.0,0.012300000209361315
482,0.0,0.012300000209361315
483,0.20000000298023224,0.014300000239163637
484,0.09000000171363354,0.015200000256299973
485,0.0,0.015200000256299973
486,0.0,0.015200000256299973
487,0.0,0.015200000256299973
488,0.0,0.015200000256299973
489,0.10000000149011612,0.016200000271201134
490,0.0,0.016200000271201134
491,0.0,0.016200000271201134
492,0.0,0.016200000271201134
493,0.10000000149011612,0.017200000286102295
494,0.0,0.017200000286102295
495,0.0,0.017200000286102295
496,0.0,0.017200000286102295
497,0.10000000149011612,0.018200000301003456
498,0.09000000171363354,0.01910000031813979
499,0.09000000171363354,0.020000000335276127
500,0.10000000149011612,0.021000000350177288
501,0.0,0.021000000350177288
502,0.0,0.021000000350177288
503,0.09000000171363354,0.021900000367313623
504,0.10000000149011612,0.022900000382214784
505,0.0,0.022900000382214784
506,0.10000000149011612,0.023900000397115945
507,0.10000000149011612,0.024900000412017106
508,0.0,0.024900000412017106
509,0.0,0.024900000412017106
510,0.0,0.024900000412017106
511,0.0,0.024900000412017106
512,0.0,0.024900000412017106
513,0.0,0.024900000412017106
514,0.0,0.024900000412017106
515,0.0,0.024900000412017106
516,0.0,0.024900000412017106
517,0.0,0.024900000412017106
518,0.0,0.024900000412017106
519,0.0,0.024900000412017106
520,0.0,0.024900000412017106
521,0.0,0.024900000412017106
522,0.0,0.023900000397115945
523,0.0,0.023900000397115945
524,0.0,0.023900000397115945
525,0.0,0.023900000397115945
526,0.0,0.023900000397115945
527,0.0,0.023900000397115945
528,0.0,0.023900000397115945
529,0.0,0.023900000397115945
530,0.0,0.023900000397115945
531,0.0,0.023900000397115945
532,0.0,0.023900000397115945
533,0.0,0.023900000397115945
534,0.0,0.023900000397115945
535,0.0,0.023900000397115945
536,0.0,0.023900000397115945
537,0.0,0.023900000397115945
538,0.0,0.023900000397115945
539,0.0,0.023900000397115945
540,0.0,0.023900000397115945
541,0.0,0.023900000397115945
542,0.0,0.023900000397115945
543,0.0,0.023900000397115945
544,0.0,0.023900000397115945
545,0.0,0.023900000397115945
546,0.0,0.023900000397115945
547,0.0,0.023900000397115945
548,0.0,0.023900000397115945
549,0.0,0.023900000397115945
550,0.0,0.023900000397115945
551,0.0,0.023900000397115945
552,0.0,0.022900000382214784
553,0.0,0.022900000382214784
554,0.0,0.022900000382214784
555,0.0,0.02200000036507845
556,0.0,0.02200000036507845
557,0.0,0.02200000036507845
558,0.0,0.02200000036507845
559,0.0,0.02200000036507845
560,0.0,0.02200000036507845
561,0.0,0.02200000036507845
562,0.0,0.021100000347942113
563,0.0,0.021100000347942113
564,0.0,0.021100000347942113
565,0.0,0.021100000347942113
566,0.0,0.020200000330805778
567,0.0,0.020200000330805778
568,0.0,0.019200000315904617
569,0.0,0.01830000029876828
570,0.0,0.01830000029876828
571,0.0,0.017400000281631946
572,0.0,0.016400000266730785
573,0.0,0.015400000251829624
574,0.0,0.014500000234693288
575,0.0,0.014500000234693288
576,0.0,0.013600000217556953
577,0.0,0.013600000217556953
578,0.0,0.013600000217556953
579,0.0,0.013600000217556953
580,0.0,0.012600000202655792
581,0.0,0.012600000202655792
582,0.0,0.012600000202655792
583,0.0,0.01060000017285347
584,0.0,0.009700000155717134
585,0.0,0.009700000155717134
586,0.0,0.009700000155717134
587,0.0,0.009700000155717134
588,0.0,0.009700000155717134
589,0.0,0.008700000140815973
590,0.0,0.008700000140815973
591,0.0,0.008700000140815973
592,0.0,0.008700000140815973
593,0.0,0.007700000125914812
594,0.0,0.007700000125914812
595,0.0,0.007700000125914812
596,0.0,0.007700000125914812
597,0.0,0.006700000111013651
598,0.0,0.005800000093877315
599,0.0,0.00490000007674098
600,0.0,0.003900000061839819
601,0.0,0.003900000061839819
602,0.0,0.003900000061839819
603,0.0,0.0030000000447034836
604,0.0,0.0020000000298023225
605,0.0,0.0020000000298023225
606,0.0,0.0010000000149011613
607,0.0,0.0
608,0.0,0.0
609,0.0,0.0
610,0.0,0.0
611,0.0,0.0
612,0.0,0.0
613,0.0,0.0
614,0.0,0.0
615,0.0,0.0
616,0.0,0.0
617,0.0,0.0
618,0.0,0.0
619,0.0,0.0
620,0.0,0.0
621,0.0,0.0
622,0.0,0.0
623,0.0,0.0
624,0.0,0.0
625,0.0,0.0
626,0.0,0.0
627,0.0,0.0
628,0.09000000171363354,0.0009000000171363354
629,0.0,0.0009000000171363354
630,0.0,0.0009000000171363354
631,0.0,0.0009000000171363354
632,0.0,0.0009000000171363354
633,0.0,0.0009000000171363354
634,0.0,0.0009000000171363354
635,0.0,0.0009000000171363354
636,0.0,0.0009000000171363354
637,0.0,0.0009000000171363354
638,0.0,0.0009000000171363354
639,0.0,0.0009000000171363354
640,0.0,0.0009000000171363354
641,0.0,0.0009000000171363354
642,0.10000000149011612,0.0019000000320374966
643,0.0,0.0019000000320374966
644,0.0,0.0019000000320374966
645,0.0,0.0019000000320374966
646,0.0,0.0019000000320374966
647,0.0,0.0019000000320374966
648,0.0,0.0019000000320374966
649,0.0,0.0019000000320374966
650,0.0,0.0019000000320374966
651,0.0,0.0019000000320374966
652,0.0,0.0019000000320374966
653,0.0,0.0019000000320374966
654,0.0,0.0019000000320374966
655,0.0,0.0019000000320374966
656,0.0,0.0019000000320374966
657,0.0,0.0019000000320374966
658,0.0,0.0019000000320374966
659,0.0,0.0019000000320374966
660,0.0,0.0019000000320374966
661,0.0,0.0019000000320374966
662,0.0,0.0019000000320374966
663,0.09000000171363354,0.002800000049173832
664,0.0,0.002800000049173832
665,0.0,0.002800000049173832
666,0.0,0.002800000049173832
667,0.0,0.002800000049173832
668,0.0,0.002800000049173832
669,0.0,0.002800000049173832
670,0.0,0.002800000049173832
671,0.0,0.002800000049173832
672,0.0,0.002800000049173832
673,0.0,0.002800000049173832
674,0.0,0.002800000049173832
675,0.0,0.002800000049173832
676,0.0,0.002800000049173832
677,0.0,0.002800000049173832
678,0.0,0.002800000049173832
679,0.0,0.002800000049173832
680,0.0,0.002800000049173832
681,0.0,0.002800000049173832
682,0.0,0.002800000049173832
683,0.0,0.002800000049173832
684,0.0,0.002800000049173832
685,0.0,0.002800000049173832
686,0.0,0.002800000049173832
687,0.0,0.002800000049173832
688,0.0,0.002800000049173832
689,0.0,0.002800000049173832
690,0.0,0.002800000049173832
691,0.0,0.002800000049173832
692,0.09000000171363354,0.003700000066310167
693,0.0,0.003700000066310167
694,0.0,0.003700000066310167
695,0.10000000149011612,0.004700000081211329
696,0.0,0.004700000081211329
697,0.0,0.004700000081211329
698,0.0,0.004700000081211329
699,0.0,0.004700000081211329
700,0.0,0.004700000081211329
701,0.0,0.004700000081211329
702,0.0,0.004700000081211329
703,0.0,0.004700000081211329
704,0.0,0.004700000081211329
705,0.0,0.004700000081211329
706,0.0,0.004700000081211329
707,0.0,0.004700000081211329
708,0.0,0.004700000081211329
709,0.0,0.004700000081211329
710,0.10000000149011612,0.00570000009611249
711,0.0,0.00570000009611249
712,0.10000000149011612,0.006700000111013651
713,0.10000000149011612,0.007700000125914812
714,0.0,0.007700000125914812
715,0.0,0.007700000125914812
716,0.0,0.007700000125914812
717,0.0,0.007700000125914812
718,0.0,0.007700000125914812
719,0.0,0.007700000125914812
720,0.0,0.007700000125914812
721,0.0,0.007700000125914812
722,0.0,0.007700000125914812
723,0.0,0.007700000125914812
724,0.0,0.007700000125914812
725,0.0,0.007700000125914812
726,0.0,0.007700000125914812
727,0.0,0.007700000125914812
728,0.0,0.006800000108778476
729,0.10000000149011612,0.007800000123679638
730,0.10000000149011612,0.008800000138580798
731,0.09000000171363354,0.009700000155717134
732,0.0,0.009700000155717134
733,0.0,0.009700000155717134
734,0.0,0.009700000155717134
735,0.0,0.009700000155717134
736,0.0,0.009700000155717134
737,0.0,0.009700000155717134
738,0.0,0.009700000155717134
739,0.10000000149011612,0.010700000170618295
740,0.0,0.010700000170618295
741,0.10000000149011612,0.011700000185519456
742,0.0,0.010700000170618295
743,0.0,0.010700000170618295
744,0.0,0.010700000170618295
745,0.0,0.010700000170618295
746,0.0,0.010700000170618295
747,0.0,0.010700000170618295
748,0.0,0.010700000170618295
749,0.0,0.010700000170618295
750,0.0,0.010700000170618295
751,0.0,0.010700000170618295
752,0.0,0.010700000170618295
753,0.0,0.010700000170618295
754,0.0,0.010700000170618295
755,0.0,0.010700000170618295
756,0.10000000149011612,0.011700000185519456
757,0.0,0.011700000185519456
758,0.0,0.011700000185519456
759,0.0,0.011700000185519456
760,0.0,0.011700000185519456
761,0.0,0.011700000185519456
762,0.0,0.011700000185519456
763,0.0,0.010800000168383122
764,0.0,0.010800000168383122
765,0.0,0.010800000168383122
766,0.0,0.010800000168383122
767,0.0,0.010800000168383122
768,0.0,0.010800000168383122
769,0.0,0.010800000168383122
770,0.0,0.010800000168383122
771,0.0,0.010800000168383122
772,0.0,0.010800000168383122
773,0.0,0.010800000168383122
774,0.0,0.010800000168383122
775,0.0,0.010800000168383122
776,0.0,0.010800000168383122
777,0.0,0.010800000168383122
778,0.0,0.010800000168383122
779,0.0,0.010800000168383122
780,0.0,0.010800000168383122
781,0.0,0.010800000168383122
782,0.0,0.010800000168383122
783,0.0,0.010800000168383122
784,0.0,0.010800000168383122
785,0.0,0.010800000168383122
786,0.0,0.010800000168383122
787,0.0,0.010800000168383122
788,0.0,0.010800000168383122
789,0.0,0.010800000168383122
790,0.0,0.010800000168383122
791,0.0,0.010800000168383122
792,0.10000000149011612,0.010900000166147948
793,0.10000000149011612,0.011900000181049109
794,0.0,0.011900000181049109
